1.91297,0.53983,0.018303,0.0911285,0.212395,-0.0188068,-0.215386,-0.0756138,-0.0168711,-0.232586,-0.119931,-0.100695
2.3058,0.518561,0.0272709,0.0495099,0.271944,0.0694462,-0.270224,-0.138543,0.0373833,-0.222897,-0.162353,-0.119888
1.95339,0.571049,0.0677038,0.0838474,0.21977,0.0295662,-0.228948,-0.0923719,-0.0210324,-0.199567,-0.112579,-0.12044
1.64487,0.563201,0.100236,0.104434,0.164087,0.0330169,-0.100077,-0.089828,-0.088129,-0.168864,-0.100171,-0.111056
1.94346,0.58643,0.0642333,0.0735796,0.257586,0.123811,-0.174008,-0.0856665,0.0291469,-0.215416,-0.131207,-0.154416
1.26025,0.269426,0.0803822,0.254192,0.377226,0.3113,0.199161,0.139178,0.0499847,-0.112235,-0.178658,-0.0284014
2.14798,0.285395,-0.169943,0.172139,0.541315,0.30562,0.0969199,0.166646,0.0743339,-0.107128,-0.176552,-0.0802346
1.53301,0.329482,0.00766833,0.220506,0.411452,0.31452,0.190085,0.171499,0.0668296,-0.12136,-0.199332,-0.0773203
2.13728,0.258471,-0.128038,0.180214,0.5322,0.316587,0.148385,0.150404,0.0993722,-0.0994306,-0.183847,-0.0934427
1.74878,0.296799,-0.0558368,0.237473,0.468912,0.319603,0.180623,0.177053,0.084302,-0.139979,-0.189492,-0.0668237
1.38951,0.315837,0.171286,0.504028,0.614855,0.364638,0.132839,0.104368,0.226957,0.108619,-0.0865342,-0.0163382
1.34259,0.388158,0.174193,0.382878,0.577711,0.344085,0.0858792,0.095997,0.20241,0.114438,-0.0545316,-0.0352906
1.31418,0.384973,0.195909,0.412022,0.553029,0.330032,0.0811851,0.112133,0.224485,0.0999724,-0.0825582,-0.0324342
1.44542,0.362895,0.164278,0.452905,0.605652,0.379108,0.122209,0.117017,0.230235,0.0875821,-0.0948532,-0.0309237
1.2834,0.366468,0.174331,0.384025,0.535243,0.315265,0.110273,0.110891,0.195536,0.100235,-0.0604732,-0.0199906
1.49968,0.775875,0.469254,0.311544,0.205579,0.0871082,-0.0567601,-0.12755,-0.144016,-0.1268,-0.0476106,-0.0865852
1.41441,0.761727,0.485805,0.344663,0.208633,0.054127,-0.053397,-0.0994321,-0.123984,-0.13747,-0.0556808,-0.0964756
1.835,0.888242,0.519252,0.420667,0.352742,0.112513,-0.0961483,-0.194487,-0.206158,-0.230244,-0.0649204,-0.114573
1.96638,0.905316,0.475016,0.426275,0.414416,0.127534,-0.139647,-0.187211,-0.177214,-0.272069,-0.0831254,-0.125327
1.74414,0.900065,0.524522,0.39605,0.288323,0.107608,-0.0762238,-0.168919,-0.207739,-0.220295,-0.0562024,-0.106514
1.27218,0.74227,0.532365,0.407049,0.312122,0.243017,0.179389,0.113836,0.0787066,0.0506536,0.0414834,0.017949
1.27795,0.740135,0.526236,0.400887,0.314394,0.234705,0.16315,0.118166,0.0826691,0.053189,0.0425834,0.0177561
1.25808,0.716698,0.515537,0.396523,0.301251,0.232621,0.166126,0.124231,0.0797234,0.0574919,0.0413205,0.0192761
1.43297,0.875054,0.644154,0.491557,0.363856,0.272477,0.182134,0.118413,0.0630144,0.0309773,0.0540996,0.0100772
1.25438,0.715143,0.507841,0.38607,0.299354,0.226101,0.169454,0.119833,0.0758853,0.054925,0.036786,0.0154636
1.7163,0.758775,0.358059,0.247911,0.196254,0.0292541,-0.0315773,-0.0580876,-0.082281,-0.173686,-0.0729935,-0.080537
1.93086,0.765328,0.246818,0.246287,0.270583,0.0681393,-0.093372,-0.0353481,-0.0385995,-0.224061,-0.0892631,-0.0828342
2.23235,0.795556,0.122006,0.231569,0.358709,0.0647148,-0.144802,-0.0792121,-0.0154171,-0.254545,-0.150599,-0.114326
1.92121,0.767072,0.275435,0.233579,0.252622,0.0553522,-0.0522515,-0.0240007,-0.0221195,-0.198643,-0.0908013,-0.0813662
1.83435,0.751063,0.323421,0.247809,0.190534,0.0472341,-0.0620406,-0.0509694,-0.059164,-0.150122,-0.0596145,-0.0575905
1.68497,0.287072,-0.152806,0.203819,0.515771,0.323772,0.155128,0.165361,0.11207,-0.12613,-0.178747,-0.0800706
2.34023,0.0993906,-0.411139,0.202978,0.559604,0.275203,0.18229,0.16867,0.099619,-0.0682364,-0.163466,-0.0527362
2.00291,0.126586,-0.265849,0.143187,0.525146,0.327663,0.108188,0.204459,0.10515,-0.105389,-0.158405,-0.0547264
1.73621,0.221625,-0.253803,0.159487,0.501523,0.328724,0.134997,0.162778,0.0897396,-0.133869,-0.138281,-0.0528511
1.66866,0.119253,-0.217517,0.191575,0.508412,0.36116,0.132681,0.176288,0.0884765,-0.144952,-0.141699,-0.0328554
1.20943,0.316611,0.233832,0.484538,0.577958,0.308301,0.067238,0.111981,0.237758,0.123698,-0.0939446,-0.0228824
1.33493,0.412872,0.231716,0.47536,0.523132,0.247277,0.0268994,0.102966,0.252516,0.123938,-0.0790398,-0.0574525
1.35257,0.399254,0.184278,0.434865,0.570028,0.323287,0.0464358,0.111947,0.281032,0.105692,-0.094135,-0.0616855
1.36078,0.389562,0.164315,0.422653,0.561457,0.30142,0.038741,0.125796,0.285962,0.110755,-0.0835638,-0.0644454
1.29793,0.312837,0.252964,0.545956,0.585562,0.305,0.0446895,0.0899649,0.240188,0.117289,-0.0702588,-0.034575
1.40415,0.742364,0.469471,0.336542,0.233814,0.0905385,-0.0166877,-0.0439021,-0.0624487,-0.0778583,-0.049161,-0.0878471
1.85029,0.837768,0.469858,0.504187,0.480995,0.0946671,-0.107682,-0.105552,-0.0759136,-0.137404,-0.0722393,-0.124915
1.65162,0.815237,0.559013,0.493542,0.382502,0.0936878,-0.109367,-0.102788,-0.100619,-0.168569,-0.0555133,-0.126694
1.26237,0.67561,0.443881,0.308397,0.213424,0.0984262,-0.000451488,-0.052903,-0.0664087,-0.079037,-0.0589532,-0.0963185
1.31055,0.701257,0.426733,0.284581,0.189292,0.0954259,-0.0146166,-0.0693473,-0.0700903,-0.0673098,-0.0474264,-0.0857509
1.28088,0.755362,0.549006,0.413609,0.324298,0.255211,0.183235,0.142313,0.0908678,0.0573675,0.0384184,0.0224944
1.23105,0.710072,0.524598,0.410318,0.319197,0.253715,0.191546,0.144177,0.0936437,0.06304,0.030917,0.0241653
1.22446,0.700362,0.486867,0.367838,0.290302,0.22135,0.168405,0.120352,0.0854528,0.0534796,0.0478619,0.0202368
1.19207,0.666671,0.470593,0.361658,0.279296,0.221469,0.17823,0.13276,0.0925211,0.0699053,0.0500182,0.0236434
